Article title,anode,HIL,lumo_HIL,homo_HIL,thickness_HIL,HTL1,lumo_HTL1,homo_HTL1,thickness_HTL1,HTL2,lumo_HTL2,homo_HTL2,thickness_HTL2,HTL3,lumo_HTL3,homo_HTL3,thickness_HTL3,total_HTL_thickness,triplet_HTL,EML,lumo_EML,homo_EML,triplet_HOST,thickness_EML,dopant1,lumo_dopant,homo_dopant,triplet_dopant,dopant_percentage,triplet_ETL,total_ETL_thickness,ETL1,lumo_ETL1,homo_ETL1,thickness_ETL1,ETL2,lumo_ETL2,homo_ETL2,thickness_ETL2,cathode_1,cathode_workfunction,thickness_cathode1,cathode_2,thickness_cathode2,"Turn on Voltage, V at 1 cdm-2","Power efficiency, Lm/W at 1000 cdm-2","Quantum efficiency, %",cd/A
Using an Organic Molecule with Low Triplet Energy as a Host in a Highly Efficient Blue Electrophosphorescent Device,ITO,MoO3,2.3,5.3,3,TAPC,2,5.5,60,,,,,,,,,60,2.87,POBPmDPA,2,5.2,2.71,20,FIr6,3.1,6.1,2.72,10,2.75,35,,,,,TmPyPB,2.73,6.68,35,LiF,3.5,1,Al,,,,,8.00
Using an Organic Molecule with Low Triplet Energy as a Host in a Highly Efficient Blue Electrophosphorescent Device,ITO,MoO3,2.3,5.3,3,NPB,2.5,5.2,70,,,,,,,,,70,2.3,POBPmDPA,2,5.2,2.71,20,FIr6,3.1,6.1,2.72,10,2.75,35,,,,,TmPyPB,2.73,6.68,35,LiF,3.5,1,Al,,,,,9.00
Using an Organic Molecule with Low Triplet Energy as a Host in a Highly Efficient Blue Electrophosphorescent Device,ITO,MoO3,2.3,5.3,3,TAPC,2,5.5,60,,,,,,,,,60,2.87,POBPmDPA,2,5.2,2.71,20,FIr6,3.1,6.1,2.72,10,2.5,35,,,,,BCP,3,6.5,35,LiF,3.5,1,Al,,,,,7.00
Finely Tuned Blue Iridium Complexes with Varying Horizontal Emission Dipole Ratios and Quantum Yields for Phosphorescent Organic Light-Emitting Diodes,ITO,ReO3,,,1,pBCB2Cz,2.26,5.7,40,,,,,,,,,40,2.9,TSPO1,2.5,6.8,3.36,30,tBuCN-FIraca,2.96,5.72,2.69,10,3.36,35,,,,,TSPO1,2.5,6.8,35,LiF,3.5,1,Al,,3,23.7,,38.10
Finely Tuned Blue Iridium Complexes with Varying Horizontal Emission Dipole Ratios and Quantum Yields for Phosphorescent Organic Light-Emitting Diodes,ITO,ReO3,,,1,pBCB2Cz,2.26,5.7,40,,,,,,,,,40,2.9,TSPO1,2.5,6.8,3.36,30,tBuCN-FIracac,3.02,5.75,2.67,10,3.36,35,,,,,TSPO1,2.5,6.8,35,LiF,3.5,1,Al,,3,19.4,,33.30
Finely Tuned Blue Iridium Complexes with Varying Horizontal Emission Dipole Ratios and Quantum Yields for Phosphorescent Organic Light-Emitting Diodes,ITO,ReO3,,,1,pBCB2Cz,2.26,5.7,40,,,,,,,,,40,2.9,TSPO1,2.5,6.8,3.36,30,tBu-FCNIr,3.02,5.8,2.75,10,3.36,35,,,,,TSPO1,2.5,6.8,35,LiF,3.5,1,Al,,2,12.4,,21.20
Phenylcarbazole/diphenylphosphine oxide-based alcohol soluble host materials for efficient solution-processed multilayer blue electrophosphorescent OLEDs,ITO,PEDOT:PSS,3.3,5.2,40,TcTa,2.4,5.7,10,,,,,,,,,10,2.82,9PhCz-BPO,2.46,5.57,2.78,35,Firpic,3,5.7,2.7,10,2.75,30,,,,,TmPyPB,2.73,6.68,30,Cs2CO3,2.2,1,Al,,5.4,,,26.00
Phenylcarbazole/diphenylphosphine oxide-based alcohol soluble host materials for efficient solution-processed multilayer blue electrophosphorescent OLEDs,ITO,PEDOT:PSS,3.3,5.2,40,TcTa,2.4,5.7,10,,,,,,,,,10,2.82,3PhCz-BPO,2.53,5.56,2.81,35,Firpic,3,5.7,2.7,10,2.75,30,,,,,TmPyPB,2.73,6.68,30,Cs2CO3,2.2,1,Al,,5.6,,,25.00
Molecular design of large-bandgap host materials and their application to blue phosphorescent organic light-emitting diodes,ITO,,,,,TAPC,2,5.5,75,,,,,,,,,,2.87,pP2CZCB,2.11,5.61,2.92,15,Firpic,3,5.7,2.7,3,2.6,,,,,,TmPyPB,2.73,6.68,40,LiF,3.5,1,Al,,,,,39.10
Molecular design of large-bandgap host materials and their application to blue phosphorescent organic light-emitting diodes,ITO,,,,,TAPC,2,5.5,75,,,,,,,,,,2.87,mP2CZCB,2.09,5.6,2.93,25,Firpic,3,5.7,2.7,3,2.6,,,,,,TmPyPB,2.73,6.68,40,LiF,3.5,1,Al,,,,,36.20
Molecular design of large-bandgap host materials and their application to blue phosphorescent organic light-emitting diodes,ITO,,,,,TAPC,2,5.5,75,,,,,,,,,,2.87,mP2CZCB,2.09,5.6,2.93,25,Firpic,3,5.7,2.7,3,2.6,,,,,,TmPyPB,2.73,6.68,40,LiF,3.5,1,Al,,,,,51.80
Efficient hole-transporter for phosphorescent organic light emitting diodes with a simple molecular structure,ITO,MoO3,2.3,5.3,1,SQTPA,2.5,5.5,40,mCP,2.4,5.9,5,,,,,45,3,SPO1,2.7,6.5,2.8,30,Firpic,3,5.7,2.7,10,2.8,30,,,,,SPPO1,2.7,6.5,30,LiF,3.5,1,Al,,3.6,14.6,,29.40
Efficient hole-transporter for phosphorescent organic light emitting diodes with a simple molecular structure,ITO,MoO3,2.3,5.3,1,NPB,2.5,5.2,40,mCP,2.4,5.9,5,,,,,45,3,SPO1,2.7,6.5,2.8,30,Firpic,3,5.7,2.7,10,2.8,30,,,,,SPPO1,2.7,6.5,30,LiF,3.5,1,Al,,3.8,12.1,,27.70
Carbazole-carboline core as a backbone structure of high triplet energy host materials,ITO,PEDOT:PSS,3.3,5.2,40,TAPC,2,5.5,20,mCP,2.4,5.9,10,,,,,30,3,CzCbCN,2.79,5.9,2.88,25,Firpic,3,5.7,2.7,3,2.8,35,TSPO1,2.5,6.8,5,TPBi,2.8,6.2,30,LiF,3.5,1,Al,,,,21,42.64
Carbazole-carboline core as a backbone structure of high triplet energy host materials,ITO,PEDOT:PSS,3.3,5.2,40,TAPC,2,5.5,20,mCP,2.4,5.9,10,,,,,30,3,CzCbPh,2.72,5.9,2.88,25,Firpic,3,5.7,2.7,3,2.8,35,TSPO1,2.5,6.8,5,TPBi,2.8,6.2,30,LiF,3.5,1,Al,,,,19,38.66
Carbazole-carboline core as a backbone structure of high triplet energy host materials,ITO,PEDOT:PSS,3.3,5.2,40,TAPC,2,5.5,20,mCP,2.4,5.9,10,,,,,30,3,CzCbCz,2.67,5.89,2.85,25,Firpic,3,5.7,2.7,3,2.8,35,TSPO1,2.5,6.8,5,TPBi,2.8,6.2,30,LiF,3.5,1,Al,,,,17,34.68
Pyridoindole modified carbazole compounds as high triplet energy host materials of imidazole derived blue triplet emitters for high quantum efficiency,ITO,PEDOT:PSS,3.3,5.2,60,TAPC,2,5.5,20,mCP,2.4,5.9,10,,,,,30,3,mCPPI,2.63,6.04,2.89,25,Firpic,3,5.7,2.7,3,3.36,35,TSPO1,2.5,6.8,5,TPBi,2.8,6.2,30,LiF,3.5,1,Al,,,,18,36.67
Pyridoindole modified carbazole compounds as high triplet energy host materials of imidazole derived blue triplet emitters for high quantum efficiency,ITO,PEDOT:PSS,3.3,5.2,60,TAPC,2,5.5,20,mCP,2.4,5.9,10,,,,,30,3,mCPP2,2.63,6.06,2.89,25,Firpic,3,5.7,2.7,3,3.36,35,TSPO1,2.5,6.8,5,TPBi,2.8,6.2,30,LiF,3.5,1,Al,,,,16,32.69
Pyridoindole modified carbazole compounds as high triplet energy host materials of imidazole derived blue triplet emitters for high quantum efficiency,ITO,PEDOT:PSS,3.3,5.2,60,TAPC,2,5.5,20,mCP,2.4,5.9,10,,,,,30,3,mCPPI,2.63,6.04,2.89,25,Ir(dpi)3,2.21,4.95,2.7,3,3.36,35,TSPO1,2.5,6.8,5,TPBi,2.8,6.2,30,LiF,3.5,1,Al,,,,22.5,45.63
Pyridoindole modified carbazole compounds as high triplet energy host materials of imidazole derived blue triplet emitters for high quantum efficiency,ITO,PEDOT:PSS,3.3,5.2,60,TAPC,2,5.5,20,mCP,2.4,5.9,10,,,,,30,3,mCPP2,2.63,6.06,2.89,25,Ir(dpi)3,2.21,4.95,2.7,3,3.36,35,TSPO1,2.5,6.8,5,TPBi,2.8,6.2,30,LiF,3.5,1,Al,,,,22.5,45.63
Synthesis of dibenzothiophene-based host materials and their blue phosphorescent device performances,ITO,PEDOT:PSS,3.3,5.2,60,TAPC,2,5.5,20,mCP,2.4,5.9,10,,,,,30,3,pDBTCb,2.84,6.28,2.74,25,Firpic,3,5.7,2.7,3,3.36,35,TSPO1,2.5,6.8,5,TPBi,2.8,6.2,30,LiF,3.5,1,Al,,,,14.5,29.70
Synthesis of dibenzothiophene-based host materials and their blue phosphorescent device performances,ITO,PEDOT:PSS,3.3,5.2,60,TAPC,2,5.5,20,mCP,2.4,5.9,10,,,,,30,3,mDBTCb,2.66,6.15,2.81,25,Firpic,3,5.7,2.7,3,3.36,35,TSPO1,2.5,6.8,5,TPBi,2.8,6.2,30,LiF,3.5,1,Al,,,,17.5,35.67
Carboline modified dibenzofuran as a high triplet host material for blue phosphorescent organic light-emitting diodes,ITO,PEDOT:PSS,3.3,5.2,60,TAPC,2,5.5,20,mCP,2.4,5.9,10,,,,,30,3,DBFCb,2.74,6.17,2.88,25,Firpic,3,5.7,2.7,3,3.36,35,,,,,TSPO1,2.5,6.8,35,LiF,3.5,1,Al,,,,21.5,43.64
"Construction of thermally stable 3,6-disubstituted spiro-fluorene derivatives as host materials for blue phosphorescent organic light-emitting diodes",ITO,MoO3,2.3,5.3,10,NPB,2.5,5.2,70,mCP,2.4,5.9,5,,,,,75,3,BBDC,2.32,5.8,2.81,40,Firpic,3,5.7,2.7,7,2.75,40,,,,,TmPyPB,2.73,6.68,40,LiF,3.5,1,Al,,,7.2,,20.50
"Construction of thermally stable 3,6-disubstituted spiro-fluorene derivatives as host materials for blue phosphorescent organic light-emitting diodes",ITO,MoO3,2.3,5.3,10,NPB,2.5,5.2,70,mCP,2.4,5.9,5,,,,,75,3,BBDP,2.35,6.23,2.87,40,Firpic,3,5.7,2.7,7,2.75,40,,,,,TmPyPB,2.73,6.68,40,LiF,3.5,1,Al,,,12.5,,28.10
"Construction of thermally stable 3,6-disubstituted spiro-fluorene derivatives as host materials for blue phosphorescent organic light-emitting diodes",ITO,MoO3,2.3,5.3,10,NPB,2.5,5.2,70,mCP,2.4,5.9,5,,,,,75,3,BSBDC,2.28,5.76,2.81,40,Firpic,3,5.7,2.7,7,2.75,40,,,,,TmPyPB,2.73,6.68,40,LiF,3.5,1,Al,,,31.5,,31.70
"Construction of thermally stable 3,6-disubstituted spiro-fluorene derivatives as host materials for blue phosphorescent organic light-emitting diodes",ITO,MoO3,2.3,5.3,10,NPB,2.5,5.2,70,mCP,2.4,5.9,5,,,,,75,3,BSBDP,2.38,6.16,2.87,40,Firpic,3,5.7,2.7,7,2.75,40,,,,,TmPyPB,2.73,6.68,40,LiF,3.5,1,Al,,,30.3,,30.10
New sulfone-based electron-transport materials with high triplet energy for highly efficient blue phosphorescent organic light-emitting diodes,ITO,PEDOT:PSS,3.3,5.2,30,,,,,,,,,,,,,0,0,PVK:OXD-7,2.3,6.5,2.7,70,Firpic,3,5.7,2.7,10,2.9,5,,,,,SPDP,2.57,6.17,5,LiF,3.5,1,Al,,,,,13.00
New sulfone-based electron-transport materials with high triplet energy for highly efficient blue phosphorescent organic light-emitting diodes,ITO,PEDOT:PSS,3.3,5.2,30,,,,,,,,,,,,,0,0,PVK:OXD-7,2.3,6.5,2.7,70,Firpic,3,5.7,2.7,10,2.9,15,,,,,SPDP,2.57,6.17,15,LiF,3.5,1,Al,,,,,30.00
New sulfone-based electron-transport materials with high triplet energy for highly efficient blue phosphorescent organic light-emitting diodes,ITO,PEDOT:PSS,3.3,5.2,30,,,,,,,,,,,,,0,0,PVK:OXD-7,2.3,6.5,2.7,70,Firpic,3,5.7,2.7,10,2.9,30,,,,,SPDP,2.57,6.17,30,LiF,3.5,1,Al,,,,,34.00
New sulfone-based electron-transport materials with high triplet energy for highly efficient blue phosphorescent organic light-emitting diodes,ITO,PEDOT:PSS,3.3,5.2,30,,,,,,,,,,,,,0,0,PVK:OXD-7,2.3,6.5,2.7,70,Firpic,3,5.7,2.7,10,0,0,,,,,,,,0,LiF,3.5,1,Al,,,,,16.00
New sulfone-based electron-transport materials with high triplet energy for highly efficient blue phosphorescent organic light-emitting diodes,ITO,PEDOT:PSS,3.3,5.2,30,,,,,,,,,,,,,0,0,PVK:OXD-7,2.3,6.5,2.7,70,Firpic,3,5.7,2.7,10,2.9,15,,,,,SPDP,2.57,6.17,15,LiF,3.5,1,Al,,,,,30.00
New sulfone-based electron-transport materials with high triplet energy for highly efficient blue phosphorescent organic light-emitting diodes,ITO,PEDOT:PSS,3.3,5.2,30,,,,,,,,,,,,,0,0,PVK:OXD-7,2.3,6.5,2.7,70,Firpic,3,5.7,2.7,10,2.81,15,,,,,SPPP,2.37,6.16,15,LiF,3.5,1,Al,,,,,27.00
New sulfone-based electron-transport materials with high triplet energy for highly efficient blue phosphorescent organic light-emitting diodes,ITO,PEDOT:PSS,3.3,5.2,30,,,,,,,,,,,,,0,0,PVK:OXD-7,2.3,6.5,2.7,70,Firpic,3,5.7,2.7,10,2.53,15,,,,,SPDQ,2.7,6.32,15,LiF,3.5,1,Al,,,,,30.00
New Bipolar Host Materials for Realizing Blue Phosphorescent Organic Light-Emitting Diodes with High Efficiency at 1000 cd/m(2),ITO,,,,,TAPC,2,5.5,75,,,,,,,,,75,2.87,pPCB2CZ,2.11,5.6,2.92,15,Firpic,3,5.7,2.7,3,2.75,40,,,,,TmPyPB,2.73,6.68,40,LiF,3.5,1.5,Al,,,,,38.00
New Bipolar Host Materials for Realizing Blue Phosphorescent Organic Light-Emitting Diodes with High Efficiency at 1000 cd/m(2),ITO,,,,,TAPC,2,5.5,75,,,,,,,,,75,2.87,mPCB2CZ,2.21,5.73,2.92,15,Firpic,3,5.7,2.7,3,2.75,40,,,,,TmPyPB,2.73,6.68,40,LiF,3.5,1.5,Al,,,,,45.00
Novel Benzimidazole Derivatives as Electron-Transporting Type Host To Achieve Highly Efficient Sky-Blue Phosphorescent Organic Light-Emitting Diode (PHOLED) Device,ITO,,,,,TAPC,2,5.5,45,mCP,2.4,5.9,10,,,,,55,3,BImBP,2.36,6.12,2.89,35,Firpic,3,5.7,2.7,12,2.7,55,,,,,DPPS,2.5,6.5,55,LiF,3.5,0.9,Al,,,,,53.00
High-Power-Efficiency Blue Electrophosphorescence Enabled by the Synergistic Combination of Phosphine-Oxide-Based Host and Electron-Transporting Materials,ITO,MoO3,2.3,5.3,1,TAPC,2,5.5,60,,,,,,,,,60,2.87,POPCPA,1.84,5.24,2.93,15,FIr6,3.1,6.1,2.72,10,2.78,40,,,,,TP3PO,2.45,6.4,40,LiF,3.5,1,Al,,,,,28.00
High-Power-Efficiency Blue Electrophosphorescence Enabled by the Synergistic Combination of Phosphine-Oxide-Based Host and Electron-Transporting Materials,ITO,MoO3,2.3,5.3,1,TAPC,2,5.5,60,,,,,,,,,60,2.87,mCP,2.5,6.1,2.9,15,FIr6,3.1,6.1,2.72,10,2.78,40,,,,,TP3PO,2.45,6.4,40,LiF,3.5,1,Al,,,,,23.00
Formation of Recombination Zone in Blue Phosphorescent Organic Light-Emitting Diodes with Different Electron Transport Layers and Its Effects on Device Performance,ITO,HAT-CN,5.7,9.5,60,NPB,2.5,5.2,30,,,,,,,,,30,2.3,mCP,2.5,6.1,2.9,20,Firpic,3,5.7,2.7,10,2.9,25,mCP,2.5,6.1,5,TAZ,2.7,6.3,20,LiF,3.5,1,Al,,,,,6.50
Formation of Recombination Zone in Blue Phosphorescent Organic Light-Emitting Diodes with Different Electron Transport Layers and Its Effects on Device Performance,ITO,HAT-CN,5.7,9.5,60,NPB,2.5,5.2,30,,,,,,,,,30,2.3,mCP,2.5,6.1,2.9,20,Firpic,3,5.7,2.7,10,2.9,25,mCP,2.5,6.1,5,Alq3,3,5.7,20,LiF,3.5,1,Al,,,,,1.00
Formation of Recombination Zone in Blue Phosphorescent Organic Light-Emitting Diodes with Different Electron Transport Layers and Its Effects on Device Performance,ITO,HAT-CN,5.7,9.5,60,NPB,2.5,5.2,30,,,,,,,,,30,2.3,mCP,2.5,6.1,2.9,20,Firpic,3,5.7,2.7,10,2.9,25,mCP,2.5,6.1,5,Bphen,3,6.4,20,LiF,3.5,1,Al,,,,,1.20
Formation of Recombination Zone in Blue Phosphorescent Organic Light-Emitting Diodes with Different Electron Transport Layers and Its Effects on Device Performance,ITO,HAT-CN,5.7,9.5,60,NPB,2.5,5.2,30,,,,,,,,,30,2.3,mCP,2.5,6.1,2.9,20,Firpic,3,5.7,2.7,10,2.9,25,mCP,2.5,6.1,5,TPBi,2.8,6.2,20,LiF,3.5,1,Al,,,,,2.50
A hole transport material with ortho-linked terphenyl core structure for high power efficiency in blue phosphorescent organic light-emitting diodes,ITO,DNTPD,2.1,5.2,30,NPB,2.5,5.2,15,mCP,2.4,5.9,10,,,,,25,2.9,mCP,2.5,6.1,2.9,25,Firpic,3,5.7,2.7,3,3.36,35,,,,,TSPO1,2.5,6.8,35,LiF,3.5,1,Al,,,13,22,33.55
A hole transport material with ortho-linked terphenyl core structure for high power efficiency in blue phosphorescent organic light-emitting diodes,ITO,DNTPD,2.1,5.2,30,NPB,2.5,5.2,15,TTTDA,2.55,5.7,10,,,,,25,2.67,mCP,2.5,6.1,2.9,25,Firpic,3,5.7,2.7,3,3.36,35,,,,,TSPO1,2.5,6.8,35,LiF,3.5,1,Al,,,17,23,36.86
A hole transport material with ortho-linked terphenyl core structure for high power efficiency in blue phosphorescent organic light-emitting diodes,ITO,DNTPD,2.1,5.2,30,NPB,2.5,5.2,15,TAPC,2,5.5,10,,,,,25,2.87,mCP,2.5,6.1,2.9,25,Firpic,3,5.7,2.7,3,3.36,35,,,,,TSPO1,2.5,6.8,35,LiF,3.5,1,Al,,,8,12,20.70
High morphology stability and ambipolar transporting host for use in blue phosphorescent single-layer organic light-emitting diodes,ITO,PEDOT:PSS,3.3,5.2,35,,,,,,,,,,,,,0,0,POAPF,2.4,5.3,2.75,60,Firpic,3,5.7,2.7,8,2.7,40,,,,,TAZ,2.7,6.3,40,LiF,3.5,1,Al,,,,,34.80
High morphology stability and ambipolar transporting host for use in blue phosphorescent single-layer organic light-emitting diodes,ITO,PEDOT:PSS,3.3,5.2,35,,,,,,,,,,,,,0,0,POAPF,2.4,5.3,2.75,60,Firpic,3,5.7,2.7,8,2.7,40,,,,,TAZ,2.7,6.3,40,LiF,3.5,1,Al,,,,,16.90
High morphology stability and ambipolar transporting host for use in blue phosphorescent single-layer organic light-emitting diodes,ITO,PEDOT:PSS,3.3,5.2,35,POAPF,2.4,5.3,20,,,,,,,,,20,2.75,POAPF,2.4,5.3,2.75,60,Firpic,3,5.7,2.7,8,2.75,80,,,,,POAPF,2.4,5.3,80,LiF,3.5,1,Al,,,,,17.00
High morphology stability and ambipolar transporting host for use in blue phosphorescent single-layer organic light-emitting diodes,ITO,PEDOT:PSS,3.3,5.2,35,POAPF,2.4,5.3,40,,,,,,,,,40,2.75,POAPF,2.4,5.3,2.75,60,Firpic,3,5.7,2.7,8,2.75,60,,,,,POAPF,2.4,5.3,60,LiF,3.5,1,Al,,,,,11.70
High morphology stability and ambipolar transporting host for use in blue phosphorescent single-layer organic light-emitting diodes,ITO,PEDOT:PSS,3.3,5.2,35,POAPF,2.4,5.3,60,,,,,,,,,60,2.75,POAPF,2.4,5.3,2.75,60,Firpic,3,5.7,2.7,8,2.75,40,,,,,POAPF,2.4,5.3,40,LiF,3.5,1,Al,,,,,6.20
High morphology stability and ambipolar transporting host for use in blue phosphorescent single-layer organic light-emitting diodes,ITO,PEDOT:PSS,3.3,5.2,35,POAPF,2.4,5.3,80,,,,,,,,,80,2.75,POAPF,2.4,5.3,2.75,60,Firpic,3,5.7,2.7,8,2.75,20,,,,,POAPF,2.4,5.3,20,LiF,3.5,1,Al,,,,,3.60
High morphology stability and ambipolar transporting host for use in blue phosphorescent single-layer organic light-emitting diodes,ITO,PEDOT:PSS,3.3,5.2,35,,,,,,,,,,,,,0,0,POAPF,2.4,5.3,2.75,100,Firpic,3,5.7,2.7,8,0,0,,,,,,,,,LiF,3.5,1,Al,,,,,42.10
High morphology stability and ambipolar transporting host for use in blue phosphorescent single-layer organic light-emitting diodes,ITO,PEDOT:PSS,3.3,5.2,35,,,,,,,,,,,,,0,0,mCP,2.5,6.1,2.9,100,Firpic,3,5.7,2.7,8,0,0,,,,,,,,,LiF,3.5,1,Al,,,,,20.10
Carbazole–benzimidazole hybrid bipolar host materials for highly efficient green and blue phosphorescent OLEDs,ITO,PEDOT:PSS,3.3,5.2,30,DTAF,1.75,5.22,40,,,,,,,,,40,2.87,CbzNBI,2.2,5.62,2.72,30,Firpic,3,5.7,2.7,12,2.7,30,,,,,TAZ,2.7,6.3,30,LiF,3.5,1,Al,,,11,11,21.44
Carbazole–benzimidazole hybrid bipolar host materials for highly efficient green and blue phosphorescent OLEDs,ITO,PEDOT:PSS,3.3,5.2,30,TAPC,2,5.5,60,,,,,,,,,60,2.87,mCPNBI,2.36,5.8,2.73,30,Firpic,3,5.7,2.7,12,2.7,30,,,,,TAZ,2.7,6.3,30,LiF,3.5,1,Al,,,11,13,23.43
High-Power-Efficiency Blue Electrophosphorescence Enabled by the Synergistic Combination of Phosphine-Oxide-Based Host and Electron-Transporting Materials,ITO,MoO3,2.3,5.3,1,TAPC,2,5.5,60,,,,,,,,,60,2.87,POPCPA,1.84,5.24,2.93,15,FIr6,3.1,6.1,2.72,10,2.78,40,,,,,TP3PO,2.45,6.4,40,LiF,3.5,1,Al,,,17,17,31.00
High-Power-Efficiency Blue Electrophosphorescence Enabled by the Synergistic Combination of Phosphine-Oxide-Based Host and Electron-Transporting Materials,ITO,MoO3,2.3,5.3,1,TAPC,2,5.5,60,,,,,,,,,60,2.87,mCP,2.5,6.1,2.9,15,FIr6,3.1,6.1,2.72,10,2.78,40,,,,,TP3PO,2.45,6.4,40,LiF,3.5,1,Al,,,12,12,22.00
High-Power-Efficiency Blue Electrophosphorescence Enabled by the Synergistic Combination of Phosphine-Oxide-Based Host and Electron-Transporting Materials,ITO,MoO3,2.3,5.3,1,TAPC,2,5.5,60,,,,,,,,,60,2.87,POPCPA,1.84,5.24,2.93,15,FIr6,3.1,6.1,2.72,10,2.6,40,,,,,TPBi,2.8,6.2,40,LiF,3.5,1,Al,,,4,4,10.42
High-Power-Efficiency Blue Electrophosphorescence Enabled by the Synergistic Combination of Phosphine-Oxide-Based Host and Electron-Transporting Materials,ITO,MoO3,2.3,5.3,1,TAPC,2,5.5,60,,,,,,,,,60,2.87,POPCPA,1.84,5.24,2.93,15,FIr6,3.1,6.1,2.72,10,2.75,40,,,,,Tm3PyPB,2.73,6.68,40,LiF,3.5,1,Al,,,9,8,17.30
Triazine-phosphine oxide electron transporter for ultralow-voltage-driven sky blue PHOLEDs,ITO,MoO3,2.3,5.3,10,TAPC,2,5.5,70,,,,,,,,,70,2.87,mCP,2.5,6.1,2.9,20,Firpic,3,5.7,2.7,10,2.95,35,,,,,oTPOTZ,3.26,6.4,35,LiF,3.5,1,Al,,,,2.2,5.00
Triazine-phosphine oxide electron transporter for ultralow-voltage-driven sky blue PHOLEDs,ITO,MoO3,2.3,5.3,10,TAPC,2,5.5,70,,,,,,,,,70,2.87,mCP,2.5,6.1,2.9,20,Firpic,3,5.7,2.7,10,3,35,,,,,mTPOTZ,3.34,6.64,35,LiF,3.5,1,Al,,,,10.2,21.40
Triazine-phosphine oxide electron transporter for ultralow-voltage-driven sky blue PHOLEDs,ITO,MoO3,2.3,5.3,10,TAPC,2,5.5,70,,,,,,,,,70,2.87,mCP,2.5,6.1,2.9,20,Firpic,3,5.7,2.7,10,2.95,35,,,,,pTPOTZ,3.46,6.64,35,LiF,3.5,1,Al,,,,19.8,38.30
Triazine-phosphine oxide electron transporter for ultralow-voltage-driven sky blue PHOLEDs,ITO,MoO3,2.3,5.3,10,TAPC,2,5.5,70,,,,,,,,,70,2.87,mCP,2.5,6.1,2.9,20,Firpic,3,5.7,2.7,10,2.75,35,,,,,TmPyPB,2.73,6.68,35,LiF,3.5,1,Al,,,,13.5,24.60
"Peripheral modification of 1,3,5-triazine based electron-transporting host materials for sky blue, green, yellow, red, and white electrophosphorescent devices",ITO,PEDOT:PSS,3.3,5.2,30,NPB,2.5,5.2,20,TCTA,2.4,5.7,5,,,,,25,2.82,3N-T2T,2.3,6.77,2.82,25,Firpic,3,5.7,2.7,10,2.82,50,,,,,3N-T2T,2.3,6.77,50,LiF,3.5,0.5,Al,,,16,8,21.35
"Peripheral modification of 1,3,5-triazine based electron-transporting host materials for sky blue, green, yellow, red, and white electrophosphorescent devices",ITO,PEDOT:PSS,3.3,5.2,30,NPB,2.5,5.2,20,TCTA,2.4,5.7,5,,,,,25,2.82,3P-T2T,2.33,6.67,2.8,25,Firpic,3,5.7,2.7,10,2.8,50,,,,,3P-T2T,2.33,6.67,50,LiF,3.5,0.5,Al,,,15,7,19.77
"Peripheral modification of 1,3,5-triazine based electron-transporting host materials for sky blue, green, yellow, red, and white electrophosphorescent devices",ITO,PEDOT:PSS,3.3,5.2,30,NPB,2.5,5.2,20,TCTA,2.4,5.7,5,,,,,25,2.82,oCF3-T2T,2.35,6.82,2.79,25,Firpic,3,5.7,2.7,10,2.79,50,,,,,oCF3-T2T,2.35,6.82,50,LiF,3.5,0.5,Al,,,1,3,7.69
"Ternary Ambipolar Phosphine Oxide Hosts Based on Indirect Linkage for Highly Efficient Blue Electrophosphorescence: Towards High Triplet Energy, Low Driving Voltage and Stable Efficiencies",ITO,MoO3,2.3,5.3,5,NPB,2.5,5.2,50,TCTA,2.4,5.7,5,,,,,55,2.82,TCTA,2.4,5.7,2.82,20,Firpic,3,5.7,2.7,15,2.6,30,,,,,TPBi,2.8,6.2,30,LiF,3.5,1,Al,,,,,15.00
"Ternary Ambipolar Phosphine Oxide Hosts Based on Indirect Linkage for Highly Efficient Blue Electrophosphorescence: Towards High Triplet Energy, Low Driving Voltage and Stable Efficiencies",ITO,MoO3,2.3,5.3,5,NPB,2.5,5.2,50,TCTA,2.4,5.7,5,,,,,55,2.82,mCP,2.5,6.1,2.9,20,Firpic,3,5.7,2.7,15,2.6,30,,,,,TPBi,2.8,6.2,30,LiF,3.5,1,Al,,,,,9.00
Phenylcarbazole-dipyridyl triazole hybrid as bipolar host material for phosphorescent OLEDs,ITO,PEDOT:PSS,3.3,5.2,30,NPB,2.5,5.2,20,TCTA,2.4,5.7,5,,,,,25,2.82,p-cbtz,2.12,5.69,2.82,25,Firpic,3,5.7,2.7,10,2.7,50,DPPS,2.5,6.5,5,TAZ,2.7,6.3,45,LiF,3.5,0.5,Al,,,5,7,13.99
Phenylcarbazole-dipyridyl triazole hybrid as bipolar host material for phosphorescent OLEDs,ITO,PEDOT:PSS,3.3,5.2,30,NPB,2.5,5.2,20,TCTA,2.4,5.7,5,,,,,25,2.82,m-cbtz,2.15,5.68,2.75,25,Firpic,3,5.7,2.7,10,2.7,50,DPPS,2.5,6.5,5,TAZ,2.7,6.3,45,LiF,3.5,0.5,Al,,,5,9,15.98
Electronic alteration of end-on phenyl groups of bis-triazolyl-silanes: electron-transport materials for blue phosphorescent OLEDs,ITO,HATCN,5.7,9.5,10,TAPC,2,5.5,85,,,,,,,,,85,2.87,mCBP,2.5,6.1,2.9,30,Firpic,3,5.7,2.7,8,2.85,30,ST-Bu,2.81,6.75,5,St-Bu:Liq,2.81,6.75,25,Liq,3.5,1,Al,,,,,22.50
